"Date","Price","Open","High","Low","Vol.","Change %"
"06/10/2021","126.11","127.02","128.19","125.94","71.19M","-0.80%"
"06/09/2021","127.13","127.21","127.75","126.52","56.88M","0.31%"
"06/08/2021","126.74","126.60","128.46","126.21","74.40M","0.67%"
"06/07/2021","125.90","126.17","126.32","124.83","71.06M","0.01%"
"06/04/2021","125.89","124.07","126.16","123.85","75.17M","1.90%"
"06/03/2021","123.54","124.68","124.85","123.13","76.23M","-1.22%"
"06/02/2021","125.06","124.28","125.24","124.05","59.28M","0.63%"
"06/01/2021","124.28","125.08","125.35","123.94","67.64M","-0.26%"
"05/28/2021","124.61","125.57","125.80","124.55","71.31M","-0.53%"
"05/27/2021","125.28","126.44","127.64","125.08","94.63M","-1.24%"
"05/26/2021","126.85","126.96","127.39","126.42","56.58M","-0.04%"
"05/25/2021","126.90","127.82","128.32","126.32","72.01M","-0.16%"
"05/24/2021","127.10","126.01","127.94","125.94","63.09M","1.33%"
"05/21/2021","125.43","127.82","128.00","125.21","79.30M","-1.48%"
"05/20/2021","127.31","125.23","127.72","125.10","76.86M","2.10%"
"05/19/2021","124.69","123.16","124.92","122.86","92.61M","-0.13%"
"05/18/2021","124.85","126.56","126.99","124.78","63.34M","-1.12%"
"05/17/2021","126.27","126.82","126.93","125.17","74.25M","-0.93%"
"05/14/2021","127.45","126.25","127.89","125.85","81.92M","1.98%"
"05/13/2021","124.97","124.58","126.15","124.26","105.86M","1.79%"
"05/12/2021","122.77","123.40","124.64","122.25","112.17M","-2.49%"
"05/11/2021","125.91","123.50","126.27","122.77","126.14M","-0.74%"
"05/10/2021","126.85","129.41","129.54","126.81","88.07M","-2.58%"
"05/07/2021","130.21","130.85","131.26","129.48","78.97M","0.36%"
"05/06/2021","129.74","127.89","129.75","127.13","78.13M","1.28%"
"05/05/2021","128.10","129.20","130.45","127.97","84.00M","0.20%"
"05/04/2021","127.85","131.19","131.49","126.70","137.56M","-3.54%"
"05/03/2021","132.54","132.04","134.07","131.83","75.14M","0.82%"
"04/30/2021","131.46","131.78","133.56","131.07","109.84M","-1.51%"
"04/29/2021","133.48","136.47","137.07","132.45","151.10M","-0.07%"
"04/28/2021","133.58","134.31","135.02","133.08","107.76M","-0.60%"
"04/27/2021","134.39","135.01","135.41","134.11","66.02M","-0.24%"
"04/26/2021","134.72","134.83","135.06","133.56","66.91M","0.30%"
"04/23/2021","134.32","132.16","135.12","132.16","78.76M","1.80%"
"04/22/2021","131.94","133.04","134.15","131.41","84.57M","-1.17%"
"04/21/2021","133.50","132.36","133.75","131.30","68.85M","0.29%"
"04/20/2021","133.11","135.02","135.53","131.81","94.81M","-1.28%"
"04/19/2021","134.84","133.51","135.47","133.34","94.26M","0.51%"
"04/16/2021","134.16","134.30","134.67","133.28","84.92M","-0.25%"
"04/15/2021","134.50","133.82","135.00","133.64","89.35M","1.87%"
"04/14/2021","132.03","134.94","135.00","131.65","87.22M","-1.79%"
"04/13/2021","134.43","132.44","134.66","131.93","91.27M","2.43%"
"04/12/2021","131.24","132.52","132.85","130.63","91.42M","-1.32%"
"04/09/2021","132.99","129.80","133.04","129.47","106.69M","2.02%"
"04/08/2021","130.36","128.95","130.39","128.52","88.85M","1.92%"
"04/07/2021","127.90","125.83","127.92","125.14","83.47M","1.34%"
"04/06/2021","126.21","126.50","127.13","125.65","80.17M","0.25%"
"04/05/2021","125.90","123.87","126.16","123.07","88.65M","2.36%"
"04/01/2021","123.00","123.66","124.18","122.49","75.09M","0.70%"
"03/31/2021","122.15","121.65","123.52","121.15","118.32M","1.88%"
"03/30/2021","119.90","120.11","120.40","118.86","85.67M","-1.23%"
"03/29/2021","121.39","121.65","122.58","120.73","80.82M","0.15%"
"03/26/2021","121.21","120.35","121.48","118.92","94.07M","0.51%"
"03/25/2021","120.59","119.54","121.66","119.00","98.85M","0.42%"
"03/24/2021","120.09","122.82","122.90","120.07","88.53M","-2.00%"
"03/23/2021","122.54","123.33","124.24","122.14","95.47M","-0.69%"
"03/22/2021","123.39","120.33","123.87","120.26","111.91M","2.83%"
"03/19/2021","119.99","119.90","121.43","119.68","185.55M","-0.45%"
"03/18/2021","120.53","122.88","123.18","120.32","121.47M","-3.39%"
"03/17/2021","124.76","124.05","125.86","122.34","111.93M","-0.65%"
"03/16/2021","125.57","125.70","127.22","124.71","115.23M","1.27%"
"03/15/2021","123.99","121.41","124.00","120.42","92.59M","2.45%"
"03/12/2021","121.03","120.40","121.17","119.16","88.11M","-0.76%"
"03/11/2021","121.96","122.54","123.21","121.26","103.03M","1.65%"
"03/10/2021","119.98","121.69","122.17","119.45","111.94M","-0.91%"
"03/09/2021","121.08","119.03","122.06","118.79","129.53M","4.06%"
"03/08/2021","116.36","120.93","121.00","116.21","154.38M","-4.17%"
"03/05/2021","121.42","120.98","121.93","117.57","153.77M","1.07%"
"03/04/2021","120.13","121.75","123.60","118.62","178.16M","-1.58%"
"03/03/2021","122.06","124.81","125.71","121.84","112.97M","-2.45%"
"03/02/2021","125.12","128.41","128.72","125.01","102.26M","-2.09%"
"03/01/2021","127.79","123.75","127.93","122.79","116.31M","5.39%"
"02/26/2021","121.26","122.59","124.85","121.20","164.56M","0.22%"
"02/25/2021","120.99","124.68","126.46","120.54","148.20M","-3.48%"
"02/24/2021","125.35","124.94","125.56","122.23","111.04M","-0.41%"
"02/23/2021","125.86","123.76","126.71","118.39","158.27M","-0.11%"
"02/22/2021","126.00","128.01","129.72","125.60","103.92M","-2.98%"
"02/19/2021","129.87","130.24","130.71","128.80","87.67M","0.12%"
"02/18/2021","129.71","129.20","129.99","127.41","96.86M","-0.86%"
"02/17/2021","130.84","131.25","132.22","129.47","98.09M","-1.76%"
"02/16/2021","133.19","135.49","136.01","132.79","80.58M","-1.61%"
"02/12/2021","135.37","134.35","135.53","133.69","60.15M","0.18%"
"02/11/2021","135.13","135.90","136.39","133.77","64.28M","-0.19%"
"02/10/2021","135.39","136.48","136.99","134.40","73.05M","-0.46%"
"02/09/2021","136.01","136.62","137.88","135.85","76.77M","-0.66%"
"02/08/2021","136.91","136.03","136.96","134.92","71.30M","0.11%"
"02/05/2021","136.76","137.35","137.42","135.86","75.69M","-0.46%"
"02/04/2021","137.39","136.30","137.40","134.59","84.18M","2.58%"
"02/03/2021","133.94","135.76","135.77","133.61","89.88M","-0.78%"
"02/02/2021","134.99","135.73","136.31","134.61","83.31M","0.63%"
"02/01/2021","134.14","133.75","135.38","130.93","106.24M","1.65%"
"01/29/2021","131.96","135.83","136.74","130.21","177.52M","-3.74%"
"01/28/2021","137.09","139.52","141.99","136.70","142.62M","-3.50%"
"01/27/2021","142.06","143.43","144.30","140.41","140.84M","-0.77%"
"01/26/2021","143.16","143.60","144.30","141.37","98.39M","0.17%"
"01/25/2021","142.92","143.07","145.09","136.54","157.61M","2.77%"
"01/22/2021","139.07","136.28","139.85","135.02","114.46M","1.61%"
"01/21/2021","136.87","133.80","139.67","133.59","120.53M","3.67%"
"01/20/2021","132.03","128.66","132.49","128.55","104.32M","3.29%"
"01/19/2021","127.83","127.78","128.71","126.94","90.76M","0.54%"
"01/15/2021","127.14","128.78","130.22","127.00","111.60M","-1.37%"
"01/14/2021","128.91","130.80","131.00","128.76","90.22M","-1.51%"
"01/13/2021","130.89","128.76","131.45","128.49","88.64M","1.62%"
"01/12/2021","128.80","128.50","129.69","126.86","91.95M","-0.14%"
"01/11/2021","128.98","129.19","130.17","128.50","100.62M","-2.32%"
"01/08/2021","132.05","132.43","132.63","130.23","105.16M","0.86%"
"01/07/2021","130.92","128.36","131.63","127.86","109.58M","3.41%"
"01/06/2021","126.60","127.72","131.05","126.38","155.09M","-3.37%"
"01/05/2021","131.01","128.89","131.74","128.43","97.67M","1.24%"
"01/04/2021","129.41","133.52","133.61","126.76","143.30M","-2.47%"
"12/31/2020","132.69","134.08","134.74","131.72","99.12M","-0.77%"
"12/30/2020","133.72","135.58","135.99","133.40","96.45M","-0.85%"
"12/29/2020","134.87","138.05","138.79","134.34","121.05M","-1.33%"
"12/28/2020","136.69","133.99","137.34","133.51","124.49M","3.58%"
"12/24/2020","131.97","131.32","133.46","131.10","54.93M","0.77%"
"12/23/2020","130.96","132.16","132.43","130.78","88.22M","-0.70%"
"12/22/2020","131.88","131.61","134.40","129.65","169.35M","2.85%"
"12/21/2020","128.23","125.02","128.31","123.45","121.25M","1.24%"
"12/18/2020","126.65","128.96","129.10","126.12","192.54M","-1.59%"
"12/17/2020","128.70","128.90","129.58","128.04","94.36M","0.70%"
"12/16/2020","127.81","127.41","128.37","126.56","98.21M","-0.05%"
"12/15/2020","127.88","124.34","127.90","124.13","157.57M","5.01%"
"12/14/2020","121.78","122.60","123.35","121.54","79.08M","-0.51%"
"12/11/2020","122.41","122.43","122.76","120.55","86.94M","-0.67%"
"12/10/2020","123.24","120.50","123.87","120.15","81.31M","1.20%"
"12/09/2020","121.78","124.53","125.95","121.00","115.09M","-2.09%"
"12/08/2020","124.38","124.37","124.98","123.09","82.23M","0.51%"
"12/07/2020","123.75","122.31","124.57","122.25","86.71M","1.23%"
"12/04/2020","122.25","122.60","122.86","121.52","78.26M","-0.56%"
"12/03/2020","122.94","123.52","123.78","122.21","78.97M","-0.11%"
"12/02/2020","123.08","122.02","123.37","120.89","89.00M","0.29%"
"12/01/2020","122.72","121.01","123.47","120.01","128.17M","3.08%"
"11/30/2020","119.05","116.97","120.97","116.81","169.41M","2.11%"
"11/27/2020","116.59","116.57","117.49","116.22","46.69M","0.48%"
"11/25/2020","116.03","115.55","116.75","115.17","76.50M","0.75%"
"11/24/2020","115.17","113.91","115.85","112.59","113.87M","1.16%"
"11/23/2020","113.85","117.18","117.62","113.75","127.96M","-2.97%"
"11/20/2020","117.34","118.64","118.77","117.29","73.60M","-1.10%"
"11/19/2020","118.64","117.59","119.06","116.81","74.11M","0.52%"
"11/18/2020","118.03","118.61","119.82","118.00","76.32M","-1.14%"
"11/17/2020","119.39","119.55","120.67","118.96","74.27M","-0.76%"
"11/16/2020","120.30","118.92","120.99","118.15","91.18M","0.87%"
"11/13/2020","119.26","119.44","119.67","117.87","81.69M","0.04%"
"11/12/2020","119.21","119.62","120.53","118.57","103.35M","-0.23%"
"11/11/2020","119.49","117.19","119.63","116.44","112.30M","3.04%"
"11/10/2020","115.97","115.55","117.59","114.13","138.02M","-0.30%"
"11/09/2020","116.32","120.50","121.99","116.05","154.52M","-2.00%"
"11/06/2020","118.69","118.32","119.20","116.13","114.46M","-0.29%"
"11/05/2020","119.03","117.95","119.62","116.87","126.39M","3.55%"
"11/04/2020","114.95","114.14","115.59","112.35","138.24M","4.08%"
"11/03/2020","110.44","109.66","111.49","108.73","107.62M","1.54%"
"11/02/2020","108.77","109.11","110.68","107.32","122.87M","-0.08%"
"10/30/2020","108.86","111.06","111.99","107.72","190.57M","-5.60%"
"10/29/2020","115.32","112.37","116.93","112.20","146.13M","3.71%"
"10/28/2020","111.20","115.05","115.43","111.10","143.94M","-4.63%"
"10/27/2020","116.60","115.49","117.28","114.54","92.28M","1.35%"
"10/26/2020","115.05","114.01","116.55","112.88","111.85M","0.01%"
"10/23/2020","115.04","116.39","116.55","114.28","82.57M","-0.61%"
"10/22/2020","115.75","117.45","118.04","114.59","101.99M","-0.96%"
"10/21/2020","116.87","116.67","118.71","116.45","89.95M","-0.54%"
"10/20/2020","117.51","116.20","118.98","115.63","124.42M","1.32%"
"10/19/2020","115.98","119.96","120.42","115.66","120.64M","-2.55%"
"10/16/2020","119.02","121.28","121.55","118.81","115.39M","-1.40%"
"10/15/2020","120.71","118.72","121.20","118.15","112.56M","-0.40%"
"10/14/2020","121.19","121.00","123.03","119.62","151.06M","0.07%"
"10/13/2020","121.10","125.27","125.39","119.65","262.33M","-2.65%"
"10/12/2020","124.40","120.06","125.18","119.28","240.23M","6.35%"
"10/09/2020","116.97","115.28","117.00","114.92","100.51M","1.74%"
"10/08/2020","114.97","116.25","116.40","114.59","83.48M","-0.10%"
"10/07/2020","115.08","114.62","115.55","114.13","96.85M","1.70%"
"10/06/2020","113.16","115.70","116.12","112.25","161.50M","-2.87%"
"10/05/2020","116.50","113.91","116.65","113.55","106.24M","3.08%"
"10/02/2020","113.02","112.89","115.37","112.22","144.71M","-3.23%"
"10/01/2020","116.79","117.64","117.72","115.83","116.12M","0.85%"
"09/30/2020","115.81","113.79","117.26","113.62","142.68M","1.51%"
"09/29/2020","114.09","114.55","115.31","113.57","100.06M","-0.76%"
"09/28/2020","114.96","115.01","115.32","112.78","137.67M","2.39%"
"09/25/2020","112.28","108.43","112.44","107.67","149.98M","3.75%"
"09/24/2020","108.22","105.17","110.25","105.00","167.74M","1.03%"
"09/23/2020","107.12","111.62","112.11","106.77","150.72M","-4.19%"
"09/22/2020","111.81","112.68","112.86","109.16","183.06M","1.57%"
"09/21/2020","110.08","104.54","110.19","103.10","195.71M","3.03%"
"09/18/2020","106.84","110.40","110.88","106.09","287.10M","-3.17%"
"09/17/2020","110.34","109.72","112.20","108.71","178.01M","-1.60%"
"09/16/2020","112.13","115.23","116.00","112.04","155.03M","-2.95%"
"09/15/2020","115.54","118.33","118.83","113.61","184.64M","0.16%"
"09/14/2020","115.36","114.72","115.93","112.80","140.15M","3.00%"
"09/11/2020","112.00","114.57","115.23","110.00","180.86M","-1.31%"
"09/10/2020","113.49","120.36","120.50","112.50","182.27M","-3.26%"
"09/09/2020","117.32","117.26","119.14","115.26","176.94M","3.99%"
"09/08/2020","112.82","113.95","118.99","112.68","231.37M","-6.73%"
"09/04/2020","120.96","120.07","123.70","110.89","332.61M","0.07%"
"09/03/2020","120.88","126.91","128.84","120.50","257.60M","-8.01%"
"09/02/2020","131.40","137.59","137.98","127.00","200.12M","-2.07%"
"09/01/2020","134.18","132.76","134.80","130.53","152.47M","3.98%"
"08/31/2020","129.04","127.58","131.00","126.00","225.70M","3.39%"
"08/28/2020","124.81","126.01","126.44","124.58","187.63M","-0.16%"
"08/27/2020","125.01","127.14","127.48","123.83","155.55M","-1.19%"
"08/26/2020","126.52","126.18","126.99","125.08","163.02M","1.35%"
"08/25/2020","124.83","124.70","125.18","123.05","211.50M","-0.82%"
"08/24/2020","125.86","128.70","128.78","123.94","345.94M","1.20%"
"08/21/2020","124.37","119.26","124.87","119.25","338.05M","5.15%"
"08/20/2020","118.28","115.75","118.39","115.73","126.91M","2.22%"
"08/19/2020","115.71","115.98","117.16","115.61","145.54M","0.13%"
"08/18/2020","115.56","114.35","116.00","114.01","105.63M","0.83%"
"08/17/2020","114.61","116.06","116.09","113.96","119.56M","-0.26%"
"08/14/2020","114.91","114.83","115.00","113.05","165.57M","-0.09%"
"08/13/2020","115.01","114.43","116.04","113.93","210.08M","1.77%"
"08/12/2020","113.01","110.50","113.28","110.30","165.94M","3.32%"
"08/11/2020","109.38","111.97","112.48","109.11","187.90M","-2.97%"
"08/10/2020","112.73","112.60","113.78","110.00","212.40M","1.46%"
"08/07/2020","111.11","113.20","113.67","110.29","198.05M","-2.45%"
"08/06/2020","113.90","110.41","114.41","109.80","202.43M","3.49%"
"08/05/2020","110.06","109.38","110.39","108.90","121.99M","0.36%"
"08/04/2020","109.67","109.13","110.79","108.39","172.79M","0.67%"
"08/03/2020","108.94","108.20","111.64","107.89","308.15M","2.52%"
"07/31/2020","106.26","102.88","106.42","100.83","374.30M","10.47%"
"07/30/2020","96.19","94.19","96.30","93.77","158.13M","1.21%"
"07/29/2020","95.04","93.75","95.23","93.71","90.33M","1.92%"
"07/28/2020","93.25","94.37","94.55","93.25","103.63M","-1.65%"
"07/27/2020","94.81","93.71","94.91","93.48","121.21M","2.38%"
"07/24/2020","92.61","90.99","92.97","89.14","185.44M","-0.25%"
"07/23/2020","92.84","97.00","97.08","92.01","197.00M","-4.55%"
"07/22/2020","97.27","96.69","97.97","96.60","89.00M","0.28%"
"07/21/2020","97.00","99.17","99.25","96.74","103.65M","-1.38%"
"07/20/2020","98.36","96.42","98.50","96.06","90.32M","2.11%"
"07/17/2020","96.33","96.99","97.15","95.84","92.19M","-0.20%"
"07/16/2020","96.52","96.56","97.41","95.91","110.58M","-1.23%"
"07/15/2020","97.72","98.99","99.25","96.49","153.20M","0.68%"
"07/14/2020","97.06","94.84","97.25","93.88","170.99M","1.65%"
"07/13/2020","95.48","97.27","99.95","95.26","191.65M","-0.46%"
"07/10/2020","95.92","95.33","95.98","94.71","90.26M","0.25%"
"07/09/2020","95.68","96.26","96.32","94.67","125.64M","0.36%"
"07/08/2020","95.34","94.18","95.38","94.09","117.09M","2.33%"
"07/07/2020","93.17","93.85","94.66","93.06","112.42M","-0.31%"
"07/06/2020","93.46","92.50","93.94","92.47","118.66M","2.67%"
"07/02/2020","91.03","91.96","92.62","90.91","114.04M","0.00%"
"07/01/2020","91.03","91.28","91.84","90.98","110.74M","-0.19%"
"06/30/2020","91.20","90.02","91.50","90.00","140.22M","0.84%"
"06/29/2020","90.44","88.31","90.54","87.82","130.65M","2.30%"
"06/26/2020","88.41","91.10","91.33","88.25","205.26M","-3.07%"
"06/25/2020","91.21","90.17","91.25","89.39","137.52M","1.32%"
"06/24/2020","90.02","91.25","92.20","89.63","192.62M","-1.76%"
"06/23/2020","91.63","91.00","93.09","90.57","212.16M","2.13%"
"06/22/2020","89.72","87.83","89.86","87.79","135.45M","2.62%"
"06/19/2020","87.43","88.66","89.14","86.29","264.48M","-0.57%"
"06/18/2020","87.93","87.85","88.36","87.31","96.82M","0.03%"
"06/17/2020","87.90","88.79","88.85","87.77","114.41M","-0.14%"
"06/16/2020","88.02","87.86","88.30","86.18","165.43M","2.65%"
"06/15/2020","85.75","83.31","86.42","83.14","138.81M","1.24%"
"06/12/2020","84.70","86.18","86.95","83.56","200.15M","0.87%"
"06/11/2020","83.97","87.33","87.77","83.87","201.66M","-4.81%"
"06/10/2020","88.21","86.97","88.69","86.52","166.65M","2.57%"
"06/09/2020","86.00","83.03","86.40","83.00","147.71M","3.17%"
"06/08/2020","83.36","82.56","83.40","81.83","95.65M","0.58%"
"06/05/2020","82.88","80.84","82.94","80.81","137.25M","2.85%"
"06/04/2020","80.58","81.10","81.41","80.19","87.56M","-0.86%"
"06/03/2020","81.28","81.17","81.55","80.58","104.49M","0.56%"
"06/02/2020","80.83","80.19","80.86","79.73","87.64M","0.46%"
"06/01/2020","80.46","79.44","80.59","79.30","81.02M","1.23%"
"05/29/2020","79.48","79.81","80.29","79.12","153.60M","-0.10%"
"05/28/2020","79.56","79.19","80.86","78.91","133.80M","0.04%"
"05/27/2020","79.53","79.03","79.68","78.27","112.95M","0.44%"
"05/26/2020","79.18","80.88","81.06","79.12","125.52M","-0.68%"
"05/22/2020","79.72","78.94","79.81","78.84","81.80M","0.64%"
"05/21/2020","79.21","79.67","80.22","78.97","102.69M","-0.75%"
"05/20/2020","79.81","79.17","79.88","79.05","111.50M","1.95%"
"05/19/2020","78.28","78.76","79.63","78.25","101.73M","-0.58%"
"05/18/2020","78.74","78.29","79.12","77.58","135.37M","2.35%"
"05/15/2020","76.93","75.09","76.97","75.05","166.35M","-0.59%"
"05/14/2020","77.39","76.13","77.45","75.38","158.93M","0.62%"
"05/13/2020","76.91","78.04","78.99","75.80","200.62M","-1.21%"
"05/12/2020","77.85","79.46","79.92","77.73","162.30M","-1.14%"
"05/11/2020","78.75","77.03","79.26","76.81","145.95M","1.57%"
"05/08/2020","77.53","76.41","77.59","76.07","134.05M","2.09%"
"05/07/2020","75.94","75.81","76.29","75.49","115.22M","1.04%"
"05/06/2020","75.16","75.11","75.81","74.72","142.33M","1.04%"
"05/05/2020","74.39","73.77","75.25","73.61","147.75M","1.50%"
"05/04/2020","73.29","72.29","73.42","71.58","133.57M","1.41%"
"05/01/2020","72.27","71.56","74.75","71.46","240.62M","-1.61%"
"04/30/2020","73.45","72.49","73.63","72.09","183.06M","2.11%"
"04/29/2020","71.93","71.18","72.42","70.97","137.28M","3.29%"
"04/28/2020","69.64","71.27","71.46","69.55","112.00M","-1.62%"
"04/27/2020","70.79","70.45","71.14","69.99","117.09M","0.07%"
"04/24/2020","70.74","69.30","70.75","69.25","126.51M","2.88%"
"04/23/2020","68.76","68.97","70.44","68.72","124.81M","-0.39%"
"04/22/2020","69.03","68.40","69.47","68.05","117.06M","2.89%"
"04/21/2020","67.09","69.07","69.31","66.36","180.99M","-3.09%"
"04/20/2020","69.23","69.49","70.42","69.21","130.02M","-2.08%"
"04/17/2020","70.70","71.17","71.74","69.22","215.25M","-1.35%"
"04/16/2020","71.67","71.84","72.05","70.59","157.13M","0.79%"
"04/15/2020","71.11","70.60","71.58","70.16","131.15M","-0.91%"
"04/14/2020","71.76","70.00","72.06","69.51","194.99M","5.05%"
"04/13/2020","68.31","67.08","68.42","66.46","131.02M","1.96%"
"04/09/2020","67.00","67.17","67.52","66.17","162.12M","0.72%"
"04/08/2020","66.52","65.69","66.84","65.31","168.90M","2.56%"
"04/07/2020","64.86","67.70","67.92","64.75","202.89M","-1.16%"
"04/06/2020","65.62","62.73","65.78","62.34","201.82M","8.73%"
"04/03/2020","60.35","60.70","61.42","59.74","129.88M","-1.44%"
"04/02/2020","61.23","60.09","61.29","59.23","165.93M","1.66%"
"04/01/2020","60.23","61.62","62.18","59.78","176.22M","-5.25%"
"03/31/2020","63.57","63.90","65.62","63.00","197.00M","-0.20%"
"03/30/2020","63.70","62.69","63.88","62.35","167.98M","2.84%"
"03/27/2020","61.94","63.19","63.97","61.76","204.22M","-4.13%"
"03/26/2020","64.61","61.63","64.67","61.59","252.56M","5.26%"
"03/25/2020","61.38","62.69","64.56","61.08","303.60M","-0.55%"
"03/24/2020","61.72","59.09","61.92","58.58","287.53M","10.04%"
"03/23/2020","56.09","57.02","57.12","53.15","336.75M","-2.13%"
"03/20/2020","57.31","61.80","62.96","57.00","401.69M","-6.36%"
"03/19/2020","61.20","61.85","63.21","60.65","271.86M","-0.76%"
"03/18/2020","61.67","59.94","62.50","59.28","300.23M","-2.45%"
"03/17/2020","63.22","61.88","64.40","59.60","324.06M","4.41%"
"03/16/2020","60.55","60.49","64.77","60.00","322.42M","-12.87%"
"03/13/2020","69.49","66.22","69.98","63.24","370.73M","11.97%"
"03/12/2020","62.06","63.98","67.50","62.00","418.47M","-9.88%"
"03/11/2020","68.86","69.35","70.31","67.97","256.38M","-3.46%"
"03/10/2020","71.33","69.28","71.61","67.34","285.29M","7.20%"
"03/09/2020","66.54","65.94","69.52","65.75","286.74M","-7.92%"
"03/06/2020","72.26","70.50","72.70","70.31","226.18M","-1.32%"
"03/05/2020","73.23","73.88","74.89","72.85","187.57M","-3.25%"
"03/04/2020","75.69","74.11","75.85","73.28","219.18M","4.65%"
"03/03/2020","72.33","75.92","76.00","71.45","319.48M","-3.17%"
"03/02/2020","74.70","70.57","75.36","69.43","341.40M","9.31%"
"02/28/2020","68.34","64.31","69.60","64.09","426.88M","-0.06%"
"02/27/2020","68.38","70.28","71.50","68.24","320.61M","-6.53%"
"02/26/2020","73.16","71.63","74.47","71.62","198.71M","1.58%"
"02/25/2020","72.02","75.24","75.63","71.53","230.67M","-3.39%"
"02/24/2020","74.55","74.31","76.05","72.31","222.20M","-4.74%"
"02/21/2020","78.26","79.66","80.11","77.62","129.71M","-2.27%"
"02/20/2020","80.08","80.66","81.16","79.55","100.57M","-1.03%"
"02/19/2020","80.91","80.00","81.14","80.00","93.98M","1.45%"
"02/18/2020","79.75","78.84","79.94","78.65","152.76M","-1.83%"
"02/14/2020","81.24","81.19","81.50","80.71","80.11M","0.02%"
"02/13/2020","81.22","81.05","81.56","80.84","94.75M","-0.71%"
"02/12/2020","81.80","80.37","81.81","80.37","113.73M","2.38%"
"02/11/2020","79.90","80.90","80.97","79.68","94.32M","-0.61%"
"02/10/2020","80.39","78.55","80.39","78.46","109.35M","0.47%"
"02/07/2020","80.01","80.59","80.85","79.50","117.68M","-1.59%"
"02/06/2020","81.30","80.64","81.31","80.07","105.43M","1.17%"
"02/05/2020","80.36","80.88","81.19","79.74","118.83M","0.82%"
"02/04/2020","79.71","78.83","79.91","78.41","136.62M","3.29%"
"02/03/2020","77.17","76.08","78.37","75.56","173.99M","-0.27%"
"01/31/2020","77.38","80.23","80.67","77.07","199.59M","-4.43%"
"01/30/2020","80.97","80.14","81.02","79.69","126.74M","-0.14%"
"01/29/2020","81.08","81.11","81.96","80.34","216.60M","2.09%"
"01/28/2020","79.42","78.15","79.60","78.05","162.23M","2.82%"
"01/27/2020","77.24","77.52","77.94","76.22","161.94M","-2.94%"
"01/24/2020","79.58","80.06","80.83","79.38","146.54M","-0.29%"
"01/23/2020","79.81","79.48","79.89","78.91","104.47M","0.49%"
"01/22/2020","79.42","79.64","80.00","79.33","101.83M","0.35%"
"01/21/2020","79.14","79.30","79.75","79.00","110.84M","-0.68%"
"01/17/2020","79.68","79.07","79.69","78.75","137.82M","1.10%"
"01/16/2020","78.81","78.40","78.92","78.02","108.83M","1.26%"
"01/15/2020","77.83","77.96","78.88","77.39","121.92M","-0.43%"
"01/14/2020","78.17","79.17","79.39","78.04","162.61M","-1.35%"
"01/13/2020","79.24","77.91","79.27","77.79","122.09M","2.14%"
"01/10/2020","77.58","77.65","78.17","77.06","140.87M","0.22%"
"01/09/2020","77.41","76.81","77.61","76.55","170.49M","2.12%"
"01/08/2020","75.80","74.29","76.11","74.29","132.36M","1.61%"
"01/07/2020","74.60","74.96","75.22","74.37","111.51M","-0.47%"
"01/06/2020","74.95","73.45","74.99","73.19","118.58M","0.79%"
"01/03/2020","74.36","74.29","75.14","74.12","146.54M","-0.97%"
"01/02/2020","75.09","74.06","75.15","73.80","135.65M","2.29%"
